"recno","date","day","x4_1","x4_2","x4_3","x4_4","x4_5","x4_3drm"
4593,11,13,3501,3,500,1,1,500
4593,11,3,2786,1,400,1,1,400
4593,11,18,4483,,200,1,5,200
4594,11,11,4221,,4000,1,5,4000
4594,11,11,4211,,2800,1,5,2800
4594,11,19,4622,,1500,1,1,1500
4595,11,10,2831,,4600,1,5,4600
4595,11,2,4211,,1500,1,5,1500
4595,11,18,4613,,1100,1,5,1100
4595,11,18,4622,,300,1,6,300
4595,11,10,2773,2,200,1,1,200
4595,11,15,2818,1,200,1,1,200
4595,11,10,4622,,200,1,1,200
4595,11,27,4622,,200,1,6,200
4596,11,5,2831,,6000,1,5,6000
4596,11,13,4221,,4500,1,5,4500
4596,11,13,4211,,3200,1,5,3200
4596,11,7,4622,,1300,1,1,1300
4596,11,16,4622,,1300,1,1,1300
4596,11,13,4613,,1100,1,5,1100
4596,11,27,2786,,300,1,1,300
4597,11,17,4221,,3500,1,5,3500
4597,11,17,4211,,2700,1,5,2700
4598,11,10,4632,,5000,1,5,5000
4598,11,10,4211,,3500,1,5,3500
4598,11,10,4221,,2800,1,5,2800
4598,11,7,4622,,1000,1,1,1000
4598,11,29,4622,,1000,1,5,1000
4598,11,2,2786,1,400,1,1,400
4598,11,18,2790,1,300,1,1,300
4599,11,3,2831,,13000,1,5,13000
4599,11,17,4211,,5300,1,5,5300
4599,11,17,4221,,4000,1,5,4000
4599,11,14,2132,1,3500,1,6,3500
4599,11,1,2071,10,3000,1,1,3000
4599,11,30,2071,10,3000,1,1,3000
4599,11,1,3001,,3000,1,5,3000
4599,11,13,3001,,3000,1,5,3000
4599,11,19,3001,,2000,1,5,2000
4599,11,28,3001,,2000,1,5,2000
4599,11,18,3491,5,750,1,1,750
4599,11,18,3503,1,550,1,1,550
4599,11,17,2071,10,300,1,1,300
4599,11,18,3506,1,250,1,1,250
4600,11,26,4211,,5000,1,5,5000
4600,11,1,2786,5,3500,1,1,3500
4600,11,25,2831,,2000,1,5,2000
4600,11,26,4151,,2000,1,5,2000
4600,11,26,4221,,2000,1,5,2000
4600,11,1,3510,10,1200,1,1,1200
4600,11,26,4622,,1000,1,5,1000
4600,11,1,3502,2,500,1,1,500
4600,11,1,2790,1,350,1,1,350
4600,11,1,2782,2,300,1,1,300
4601,11,26,4211,,2000,1,5,2000
4601,11,26,4221,,1000,1,5,1000
4601,11,1,2786,1,650,1,1,650
4601,11,26,4151,,500,1,5,500
4601,11,1,3505,1,350,1,1,350
4601,11,1,2782,2,300,1,1,300
4601,11,1,3501,1,200,1,1,200
4601,11,1,3512,2,200,1,1,200
4602,11,27,4221,,12000,1,5,12000
4602,11,27,4632,,4500,1,5,4500
4602,11,1,2786,5,3500,1,1,3500
4602,11,27,4211,,5000,1,5,5000
4602,11,27,4622,,3000,1,5,3000
4602,11,12,4483,,2500,1,5,2500
4602,11,1,3503,1,1500,1,1,1500
4602,11,25,2831,,1000,1,5,1000
4602,11,27,4151,,1000,1,5,1000
4602,11,19,4483,,1000,1,5,1000
4602,11,1,2790,1,750,1,1,750
4602,11,1,3501,2,600,1,1,600
4602,11,1,3512,2,400,1,1,400
4602,11,1,3505,1,350,1,1,350
4603,11,27,4211,,10000,1,1,10000
4603,11,27,4632,,3500,1,1,3500
4603,11,27,4221,,3300,1,1,3300
4603,11,7,3529,1,3000,1,1,3000
4603,11,29,4351,,2000,1,5,2000
4603,11,13,3503,1,1800,1,1,1800
4603,11,2,3503,1,1600,1,1,1600
4603,11,17,2831,,1500,1,5,1500
4603,11,27,4151,,1500,1,1,1500
4603,11,24,3505,1,1200,1,1,1200
4603,11,24,3506,1,1000,1,1,1000
4603,11,8,2786,1,900,1,1,900
4603,11,11,2786,1,900,1,1,900
4603,11,20,2786,1,900,1,1,900
4603,11,7,3506,1,800,1,1,800
4603,11,12,2790,1,650,1,1,650
4603,11,1,3501,2,500,1,1,500
4603,11,12,2787,1,450,1,1,450
4603,11,7,3501,1,450,1,1,450
4603,11,20,2789,1,400,1,1,400
4603,11,13,2790,1,350,1,1,350
4603,11,12,2810,1,350,1,1,350
4603,11,5,3527,1,350,1,1,350
4603,11,3,2773,3,300,1,1,300
4603,11,7,3512,1,250,1,1,250
4603,11,16,2782,1,200,1,1,200
4603,11,20,2810,1,200,1,1,200
4603,11,2,3512,2,200,1,1,200
4603,11,5,3512,1,200,1,1,200
4603,11,11,3512,1,200,1,1,200
4603,11,16,3512,1,200,1,1,200
4603,11,12,2801,1,100,1,1,100
4603,11,3,2802,1,100,1,1,100
4603,11,1,3512,1,100,1,1,100
4603,11,5,3529,1,100,1,1,100
4604,11,1,2071,30,12000,1,1,12000
4604,11,27,4211,,5500,1,5,5500
4604,11,1,2786,9,5000,1,1,5000
4604,11,27,4622,,4500,1,5,4500
4604,11,27,4221,,2500,1,5,2500
4604,11,27,4151,,1800,1,5,1800
4604,11,17,2831,,1000,1,5,1000
4604,11,1,3501,2,500,1,1,500
4604,11,1,3505,2,500,1,1,500
4604,11,1,2790,1,400,1,1,400
4604,11,1,3512,2,200,1,1,200
4605,11,8,2126,1,25000,1,4,25000
4605,11,4,2177,1,25000,1,4,25000
4605,11,4,4901,,17000,1,5,17000
4605,11,8,2132,1,15000,1,4,15000
4605,11,4,2261,1,15000,1,4,15000
4605,11,8,2264,1,15000,1,4,15000
4605,11,4,2248,1,10000,1,2,10000
4605,11,18,4221,,8000,1,5,8000
4605,11,4,2130,1,6500,1,4,6500
4605,11,18,4613,,5000,1,5,5000
4605,11,18,4211,,5500,1,5,5500
4605,11,18,4151,,3000,1,5,3000
4605,11,19,2821,,1500,1,5,1500
4605,11,18,4613,,1100,1,5,1100
4605,11,1,2786,1,650,1,1,650
4605,11,1,2790,1,650,1,1,650
4605,11,1,3505,2,600,1,1,600
4605,11,1,3501,2,500,1,1,500
4605,11,1,3512,2,400,1,1,400
4605,11,1,2789,1,200,1,1,200
4606,11,1,3512,2,300,1,1,300
4606,11,1,3501,1,250,1,1,250
4606,11,1,3505,1,250,1,1,250
4606,11,1,3512,1,250,1,1,250
4607,11,28,4622,,2500,1,5,2500
4607,11,28,4211,,4000,1,5,4000
4607,11,28,4221,,1500,1,5,1500
4607,11,28,4151,,700,1,5,700
4607,11,1,2786,1,650,1,1,650
4607,11,1,3501,2,500,1,1,500
4607,11,1,2790,1,350,1,1,350
4607,11,1,3512,2,300,1,1,300
4607,11,1,3512,2,300,1,1,300
4608,11,27,4211,,5600,1,5,5600
4608,11,27,4221,,2800,1,5,2800
4608,11,27,4151,,720,1,5,720
4608,11,21,4622,,500,1,1,500
4609,11,16,4211,,6000,1,5,6000
4609,11,16,4221,,5000,1,5,5000
4609,11,18,4365,,4000,1,5,4000
4609,11,16,4151,,2000,1,5,2000
4609,11,19,2071,5,1500,1,1,1500
4609,11,16,4613,,1100,1,5,1100
4609,11,16,4161,,800,1,5,800
4609,11,1,4622,,500,1,5,500
4610,11,12,4398,,25000,1,5,25000
4610,11,12,4221,,15000,1,5,15000
4610,11,12,4211,,8000,1,5,8000
4610,11,12,4632,,6000,1,5,6000
4610,11,3,3001,,4000,1,5,4000
4610,11,6,3001,,4000,1,5,4000
4610,11,9,3001,,4000,1,5,4000
4610,11,12,3001,,4000,1,5,4000
4610,11,15,3001,,4000,1,5,4000
4610,11,18,3001,,4000,1,5,4000
4610,11,21,3001,,4000,1,5,4000
4610,11,24,3001,,4000,1,5,4000
4610,11,28,3001,,4000,1,5,4000
4610,11,30,3001,,4000,1,5,4000
4610,11,4,2071,10,3200,1,1,3200
4610,11,24,2071,10,3200,1,1,3200
4610,11,2,3510,20,3000,1,1,3000
4610,11,10,3510,20,3000,1,1,3000
4610,11,17,3510,20,3000,1,1,3000
4610,11,25,3510,20,3000,1,1,3000
4610,11,12,4151,,3000,1,5,3000
4610,11,15,3526,2,2500,1,1,2500
4610,11,5,4622,,2500,1,5,2500
4610,11,1,4622,,2000,1,5,2000
4610,11,12,4622,,2000,1,5,2000
4610,11,15,4622,,2000,1,5,2000
4610,11,19,4622,,2000,1,5,2000
4610,11,25,4622,,2000,1,5,2000
4610,11,6,3503,1,1800,1,1,1800
4610,11,15,2785,1,1450,1,1,1450
4610,11,12,4161,,1400,1,5,1400
4610,11,6,3505,1,1100,1,1,1100
4610,11,6,3501,1,1000,1,1,1000
4610,11,6,2790,1,750,1,1,750
4610,11,18,3501,2,600,1,1,600
4610,11,18,3512,1,450,1,1,450
4610,11,1,2071,1,320,1,1,320
4610,11,2,2071,1,320,1,1,320
4610,11,3,2071,1,320,1,1,320
4610,11,14,2071,1,320,1,1,320
4610,11,15,2071,1,320,1,1,320
4610,11,16,2071,1,320,1,1,320
4610,11,17,2071,1,320,1,1,320
4610,11,18,2071,1,320,1,1,320
4610,11,19,2071,1,320,1,1,320
4610,11,20,2071,1,320,1,1,320
4610,11,21,2071,1,320,1,1,320
4610,11,22,2071,1,320,1,1,320
4610,11,23,2071,1,320,1,1,320
4611,11,13,4393,,35000,1,5,35000
4611,11,17,4221,,15000,1,5,15000
4611,11,17,4211,,5000,1,5,5000
4611,11,17,2831,,2000,1,5,2000
4611,11,3,4622,,2000,1,5,2000
4611,11,13,4622,,2000,1,5,2000
4611,11,19,4622,,1500,1,5,1500
4611,11,17,4151,,1000,1,5,1000
4611,11,7,2785,1,650,1,1,650
4611,11,19,2785,1,650,1,1,650
4611,11,19,3501,2,500,1,1,500
4611,11,7,2790,1,450,1,1,450
4611,11,7,3501,2,450,1,1,450
4611,11,7,3512,1,300,1,1,300
4611,11,17,4161,,200,1,5,200
4612,11,10,4362,,70000,1,5,70000
4612,11,10,2831,,30000,1,5,30000
4612,11,12,4221,,15000,1,5,15000
4612,11,10,4364,,10000,1,5,10000
4612,11,12,4632,,6000,1,5,6000
4612,11,12,4211,,5000,1,5,5000
4612,11,6,4622,,2500,1,5,2500
4612,11,8,2785,1,2450,1,1,2450
4612,11,6,3510,10,2000,1,1,2000
4612,11,19,3510,10,2000,1,1,2000
4612,11,30,3510,10,2000,1,1,2000
4612,11,12,4622,,2000,1,5,2000
4612,11,21,4622,,1500,1,5,1500
4612,11,30,4622,,1500,1,5,1500
4612,11,6,3503,1,1250,1,1,1250
4612,11,12,4613,,1100,1,5,1100
4612,11,21,3495,2,1000,1,1,1000
4612,11,8,3505,1,1000,1,1,1000
4612,11,3,3510,5,1000,1,1,1000
4612,11,12,4151,,1000,1,5,1000
4612,11,12,4161,,1000,1,5,1000
4612,11,14,3501,5,830,1,1,830
4612,11,14,3506,1,750,1,1,750
4612,11,6,3526,1,750,1,1,750
4612,11,14,2790,1,450,1,1,450
4612,11,1,2071,1,360,1,1,360
4612,11,2,2071,1,360,1,1,360
4612,11,3,2071,1,360,1,1,360
4612,11,4,2071,1,360,1,1,360
4612,11,5,2071,1,360,1,1,360
4612,11,6,2071,1,360,1,1,360
4612,11,7,2071,1,360,1,1,360
4612,11,8,2071,1,360,1,1,360
4612,11,9,2071,1,360,1,1,360
4612,11,10,2071,1,360,1,1,360
4612,11,11,2071,1,360,1,1,360
4612,11,12,2071,1,360,1,1,360
4612,11,13,2071,1,360,1,1,360
4612,11,14,2071,1,360,1,1,360
4612,11,15,2071,1,360,1,1,360
4612,11,16,2071,1,360,1,1,360
4612,11,17,2071,1,360,1,1,360
4612,11,18,2071,1,360,1,1,360
4612,11,19,2071,1,360,1,1,360
4612,11,20,2071,1,360,1,1,360
4612,11,21,2071,1,360,1,1,360
4612,11,22,2071,1,360,1,1,360
4612,11,23,2071,1,360,1,1,360
4612,11,24,2071,1,360,1,1,360
4612,11,25,2071,1,360,1,1,360
4612,11,26,2071,1,360,1,1,360
4612,11,27,2071,1,360,1,1,360
4612,11,28,2071,1,360,1,1,360
4612,11,29,2071,1,360,1,1,360
4612,11,30,2071,1,360,1,1,360
4612,11,6,3512,1,350,1,1,350
4612,11,22,2789,1,320,1,1,320
4613,11,17,4041,,20000,1,5,20000
4613,11,17,4211,,6000,1,5,6000
4613,11,17,4632,,6000,1,5,6000
4613,11,17,4221,,4000,1,5,4000
4613,11,26,4622,,2500,1,1,2500
4613,11,29,4622,,2500,1,5,2500
4613,11,2,4622,,2000,1,5,2000
4613,11,9,4622,,2000,1,5,2000
4613,11,15,4622,,2000,1,5,2000
4613,11,22,4622,,2000,1,5,2000
4613,11,22,3503,1,1200,1,1,1200
4613,11,5,3505,1,1200,1,1,1200
4613,11,17,4151,,1000,1,5,1000
4613,11,15,2785,1,750,1,1,750
4613,11,22,2785,1,750,1,1,750
4613,11,5,3501,1,750,1,1,750
4613,11,5,3495,1,600,1,1,600
4613,11,15,2790,1,480,1,1,480
4613,11,15,3512,1,350,1,1,350
4613,11,17,4161,,200,1,5,200
4614,11,17,4211,,15000,1,5,15000
4614,11,17,4221,,8000,1,5,8000
4614,11,17,4632,,6000,1,5,6000
4614,11,7,2824,,5000,1,5,5000
4614,11,7,4333,,5000,1,5,5000
4614,11,7,4365,,5000,1,5,5000
4614,11,17,4151,,3000,1,5,3000
4614,11,7,4364,,3000,1,5,3000
4614,11,4,4622,,2500,1,5,2500
4614,11,15,4622,,2500,1,5,2500
4614,11,14,2824,,2000,1,5,2000
4614,11,20,4622,,2000,1,5,2000
4614,11,11,3503,1,1700,1,1,1700
4614,11,11,3526,2,1500,1,1,1500
4614,11,9,4622,,1500,1,5,1500
4614,11,15,2785,1,1450,1,1,1450
4614,11,17,4161,,1200,1,5,1200
4614,11,15,3506,1,700,1,1,700
4614,11,2,2071,2,620,1,1,620
4614,11,3,2071,2,620,1,1,620
4614,11,4,2071,2,620,1,1,620
4614,11,5,2071,2,620,1,1,620
4614,11,6,2071,2,620,1,1,620
4614,11,7,2071,2,620,1,1,620
4614,11,8,2071,2,620,1,1,620
4614,11,9,2071,2,620,1,1,620
4614,11,10,2071,2,620,1,1,620
4614,11,11,2071,2,620,1,1,620
4614,11,12,2071,2,620,1,1,620
4614,11,13,2071,2,620,1,1,620
4614,11,14,2071,2,620,1,1,620
4614,11,15,2071,2,620,1,1,620
4614,11,16,2071,2,620,1,1,620
4614,11,17,2071,2,620,1,1,620
4614,11,18,2071,2,620,1,1,620
4614,11,19,2071,2,620,1,1,620
4614,11,20,2071,2,620,1,1,620
4614,11,21,2071,2,620,1,1,620
4614,11,22,2071,2,620,1,1,620
4614,11,23,2071,2,620,1,1,620
4614,11,24,2071,2,620,1,1,620
4614,11,25,2071,2,620,1,1,620
4614,11,26,2071,2,620,1,1,620
4614,11,27,2071,2,620,1,1,620
4614,11,28,2071,2,620,1,1,620
4614,11,29,2071,2,620,1,1,620
4614,11,30,2071,2,620,1,1,620
4614,11,11,3501,1,500,1,1,500
4614,11,11,2790,1,480,1,1,480
4614,11,15,3512,1,450,1,1,450
4614,11,1,2071,1,320,1,1,320
4614,11,1,2071,1,300,1,1,300
4614,11,15,2789,1,300,1,1,300
4615,11,17,4221,,15000,1,5,15000
4615,11,17,4211,,10000,1,5,10000
4615,11,1,3001,,4000,1,5,4000
4615,11,6,3001,,4000,1,5,4000
4615,11,12,3001,,4000,1,5,4000
4615,11,21,3001,,4000,1,5,4000
4615,11,29,3001,,4000,1,5,4000
4615,11,8,3510,20,4000,1,1,4000
4615,11,17,3510,20,4000,1,1,4000
4615,11,17,4151,,3000,1,5,3000
4615,11,17,4632,,2500,1,5,2500
4615,11,7,2785,1,2300,1,1,2300
4615,11,7,2824,,2000,1,5,2000
4615,11,8,4622,,2000,1,5,2000
4615,11,18,4622,,2000,1,5,2000
4615,11,29,4622,,2000,1,5,2000
4615,11,10,4622,,1500,1,5,1500
4615,11,17,4161,,1400,1,5,1400
4615,11,4,3510,5,1000,1,1,1000
4615,11,8,3505,1,900,1,1,900
4615,11,5,2785,1,750,1,1,750
4615,11,17,2790,1,750,1,1,750
4615,11,2,2071,1,400,1,1,400
4615,11,3,2071,1,400,1,1,400
4615,11,4,2071,1,400,1,1,400
4615,11,5,2071,1,400,1,1,400
4615,11,6,2071,1,400,1,1,400
4615,11,7,2071,1,400,1,1,400
4615,11,8,2071,1,400,1,1,400
4615,11,9,2071,1,400,1,1,400
4615,11,10,2071,1,400,1,1,400
4615,11,11,2071,1,400,1,1,400
4615,11,12,2071,1,400,1,1,400
4615,11,13,2071,1,400,1,1,400
4615,11,14,2071,1,400,1,1,400
4615,11,15,2071,1,400,1,1,400
4615,11,16,2071,1,400,1,1,400
4615,11,17,2071,1,400,1,1,400
4615,11,18,2071,1,400,1,1,400
4615,11,19,2071,1,400,1,1,400
4615,11,20,2071,1,400,1,1,400
4615,11,21,2071,1,400,1,1,400
4615,11,22,2071,1,400,1,1,400
4615,11,23,2071,1,400,1,1,400
4615,11,24,2071,1,400,1,1,400
4615,11,25,2071,1,400,1,1,400
4615,11,26,2071,1,400,1,1,400
4615,11,27,2071,1,400,1,1,400
4615,11,28,2071,1,400,1,1,400
4615,11,29,2071,1,400,1,1,400
4615,11,30,2071,1,400,1,1,400
4615,11,18,3512,1,400,1,1,400
4615,11,17,2789,1,320,1,1,320
4616,11,18,2831,,10000,1,5,10000
4616,11,13,2831,,5000,1,5,5000
4616,11,8,3503,1,1700,1,1,1700
4616,11,6,2071,,1200,1,5,1200
4616,11,8,3526,1,1200,1,1,1200
4616,11,2,4483,,1200,1,5,1200
4616,11,3,4483,,1200,1,5,1200
4616,11,4,4483,,1200,1,5,1200
4616,11,5,4483,,1200,1,5,1200
4616,11,8,4483,,1200,1,5,1200
4616,11,9,4483,,1200,1,5,1200
4616,11,10,4483,,1200,1,5,1200
4616,11,11,4483,,1200,1,5,1200
4616,11,12,4483,,1200,1,5,1200
4616,11,13,4483,,1200,1,5,1200
4616,11,15,4483,,1200,1,5,1200
4616,11,16,4483,,1200,1,5,1200
4616,11,17,4483,,1200,1,5,1200
4616,11,18,4483,,1200,1,5,1200
4616,11,19,4483,,1200,1,5,1200
4616,11,20,4483,,1200,1,5,1200
4616,11,23,4483,,1200,1,5,1200
4616,11,24,4483,,1200,1,5,1200
4616,11,25,4483,,1200,1,5,1200
4616,11,26,4483,,1200,1,5,1200
4616,11,27,4483,,1200,1,5,1200
4616,11,30,4483,,1200,1,5,1200
4616,11,8,3505,1,1000,1,1,1000
4616,11,4,4622,,1000,1,5,1000
4616,11,10,4622,,1000,1,5,1000
4616,11,23,2785,1,750,1,1,750
4616,11,12,3501,2,600,1,1,600
4616,11,18,4622,,500,1,5,500
4616,11,25,4622,,500,1,5,500
4616,11,12,2790,1,450,1,1,450
4616,11,25,3501,1,450,1,1,450
4616,11,25,3512,1,300,1,1,300
4617,11,17,4221,,8000,1,5,8000
4617,11,17,4211,,7000,1,5,7000
4617,11,17,4632,,3500,1,5,3500
4617,11,17,4151,,2000,1,5,2000
4617,11,14,2785,1,1400,1,1,1400
4617,11,30,4483,,1200,1,5,1200
4617,11,14,3505,1,1100,1,1,1100
4617,11,17,4613,,1100,1,5,1100
4617,11,14,3503,1,850,1,1,850
4617,11,17,4161,,800,1,5,800
4617,11,15,3501,3,700,1,1,700
4617,11,18,2790,1,360,1,1,360
4617,11,30,4622,,300,1,1,300
4617,11,18,2789,1,280,1,1,280
4617,11,27,3512,1,250,1,1,250
4618,11,20,2831,,30000,1,5,30000
4618,11,10,2831,,20000,1,5,20000
4618,11,28,4221,,16000,1,5,16000
4618,11,13,2155,1,12000,1,1,12000
4618,11,1,2072,20,10000,1,1,10000
4618,11,11,2072,20,10000,1,1,10000
4618,11,22,2072,20,10000,1,1,10000
4618,11,28,4211,,8000,1,5,8000
4618,11,29,4622,,6000,1,5,6000
4618,11,28,4632,,6000,1,5,6000
4618,11,23,4335,,5000,1,5,5000
4618,11,2,3001,,4000,1,6,4000
4618,11,8,3001,,4000,1,5,4000
4618,11,14,3001,,4000,1,5,4000
4618,11,21,3001,,4000,1,6,4000
4618,11,27,3001,,4000,1,5,4000
4618,11,28,4151,,4000,1,5,4000
4618,11,15,2133,5,2000,1,1,2000
4618,11,12,5011,,1500,1,6,1500
4618,11,4,2785,1,1200,1,1,1200
4618,11,30,2785,1,1200,1,1,1200
4618,11,9,2808,1,1200,1,1,1200
4618,11,23,3506,1,1200,1,1,1200
4618,11,23,3491,4,1000,1,1,1000
4618,11,7,3503,1,1000,1,1,1000
4618,11,24,2785,1,800,1,1,800
4618,11,18,2773,3,600,1,1,600
4618,11,16,2790,1,600,1,1,600
4618,11,19,3512,4,600,1,1,600
4618,11,26,2818,1,570,1,1,570
4618,11,5,3501,2,500,1,1,500
4618,11,3,3512,1,300,1,1,300
4619,11,15,2248,1,32000,1,1,32000
4619,11,26,4221,,21000,1,5,21000
4619,11,24,4921,,20000,1,6,20000
4619,11,26,4211,,12000,1,5,12000
4619,11,1,2071,20,8000,1,1,8000
4619,11,11,2071,20,8000,1,1,8000
4619,11,21,2071,20,8000,1,1,8000
4619,11,26,4632,,6000,1,5,6000
4619,11,17,2831,,5000,1,5,5000
4619,11,2,3001,,5000,1,5,5000
4619,11,26,4151,,5000,1,5,5000
4619,11,17,3001,,3500,1,5,3500
4619,11,25,3001,,3500,1,5,3500
4619,11,7,3001,,3000,1,5,3000
4619,11,5,4622,,3000,1,5,3000
4619,11,6,2785,1,1800,1,1,1800
4619,11,9,3454,2,1600,1,1,1600
4619,11,12,3526,1,1600,1,1,1600
4619,11,8,3514,1,1400,1,1,1400
4619,11,19,3506,1,1200,1,1,1200
4619,11,27,5011,,1000,1,6,1000
4619,11,30,3443,1,600,1,1,600
4619,11,9,3455,3,600,1,1,600
4619,11,19,3491,5,600,1,1,600
4619,11,10,3462,2,400,1,1,400
4619,11,29,3512,2,400,1,1,400
4619,11,3,2787,1,350,1,1,350
4619,11,22,2773,2,300,1,1,300
4619,11,21,3461,2,300,1,1,300
4619,11,4,2818,2,200,1,1,200
4619,11,14,3529,1,200,1,1,200
4620,11,23,4221,,15000,1,5,15000
4620,11,23,4211,,10000,1,5,10000
4620,11,2,2071,15,6000,1,1,6000
4620,11,12,2071,15,6000,1,1,6000
4620,11,22,2071,15,6000,1,1,6000
4620,11,8,2831,,5000,1,5,5000
4620,11,19,2831,,5000,1,5,5000
4620,11,30,2831,,5000,1,5,5000
4620,11,23,4632,,5000,1,5,5000
4620,11,23,4151,,3000,1,5,3000
4620,11,11,2134,1,1200,1,1,1200
4620,11,17,2785,1,1200,1,1,1200
4620,11,20,4622,,1200,1,5,1200
4620,11,28,3526,1,1000,1,1,1000
4620,11,13,3503,1,780,1,1,780
4620,11,15,3505,1,520,1,1,520
4620,11,1,2773,2,500,1,1,500
4620,11,24,2789,1,400,1,1,400
4620,11,27,3372,1,400,1,1,400
4620,11,6,2789,2,300,1,3,300
4620,11,26,2773,1,150,1,1,150
4620,11,9,2810,1,150,1,1,150
4620,11,4,3461,1,150,1,1,150
4620,11,4,3470,1,120,1,1,120
4621,11,27,4211,,20000,1,5,20000
4621,11,27,4221,,20000,1,5,20000
4621,11,13,2831,,15000,1,5,15000
4621,11,1,2072,15,8250,1,1,8250
4621,11,11,2072,15,8250,1,1,8250
4621,11,21,2072,15,8250,1,1,8250
4621,11,27,4151,,5000,1,5,5000
4621,11,27,4632,,5000,1,5,5000
4621,11,7,4622,,3500,1,1,3500
4621,11,10,5011,,2000,1,5,2000
4621,11,29,3503,1,1500,1,1,1500
4621,11,26,3514,1,1500,1,1,1500
4621,11,1,3505,1,1200,1,1,1200
4621,11,5,2796,1,1020,1,1,1020
4621,11,2,4483,,1000,1,5,1000
4621,11,3,4483,,1000,1,5,1000
4621,11,4,4483,,1000,1,5,1000
4621,11,5,4483,,1000,1,5,1000
4621,11,6,4483,,1000,1,5,1000
4621,11,9,4483,,1000,1,5,1000
4621,11,10,4483,,1000,1,5,1000
4621,11,11,4483,,1000,1,6,1000
4621,11,12,4483,,1000,1,5,1000
4621,11,13,4483,,1000,1,5,1000
4621,11,14,4483,,1000,1,5,1000
4621,11,17,4483,,1000,1,5,1000
4621,11,18,4483,,1000,1,5,1000
4621,11,19,4483,,1000,1,5,1000
4621,11,20,4483,,1000,1,5,1000
4621,11,21,4483,,1000,1,5,1000
4621,11,24,4483,,1000,1,5,1000
4621,11,25,4483,,1000,1,5,1000
4621,11,26,4483,,1000,1,5,1000
4621,11,27,4483,,1000,1,5,1000
4621,11,28,4483,,1000,1,5,1000
4621,11,30,4483,,1000,1,5,1000
4621,11,8,3512,4,800,1,1,800
4621,11,23,2790,1,750,1,1,750
4621,11,20,3495,1,510,1,1,510
4621,11,3,3501,3,500,1,1,500
4621,11,18,3512,1,400,1,1,400
4621,11,12,3508,1,350,1,1,350
4621,11,29,3512,1,350,1,1,350
4621,11,16,3491,2,240,1,1,240
4622,11,27,4221,,13000,1,5,13000
4622,11,27,4211,,9000,1,5,9000
4622,11,10,3522,1,5500,1,1,5500
4622,11,3,3001,,5000,1,5,5000
4622,11,14,3001,,5000,1,5,5000
4622,11,21,3001,,5000,1,5,5000
4622,11,26,3001,,5000,1,6,5000
4622,11,27,4151,,4500,1,5,4500
4622,11,27,4632,,4000,1,5,4000
4622,11,14,4622,,3000,1,5,3000
4622,11,6,4622,,2500,1,5,2500
4622,11,27,4801,,2500,1,5,2500
4622,11,29,2785,1,1000,1,1,1000
4622,11,21,2808,1,1000,1,1,1000
4622,11,2,4483,,1000,1,5,1000
4622,11,3,4483,,1000,1,5,1000
4622,11,4,4483,,1000,1,5,1000
4622,11,5,4483,,1000,1,5,1000
4622,11,6,4483,,1000,1,5,1000
4622,11,9,4483,,1000,1,5,1000
4622,11,10,4483,,1000,1,5,1000
4622,11,11,4483,,1000,1,5,1000
4622,11,12,4483,,1000,1,5,1000
4622,11,13,4483,,1000,1,5,1000
4622,11,16,4483,,1000,1,5,1000
4622,11,17,4483,,1000,1,5,1000
4622,11,18,4483,,1000,1,5,1000
4622,11,19,4483,,1000,1,5,1000
4622,11,20,4483,,1000,1,5,1000
4622,11,22,4483,,1000,1,5,1000
4622,11,23,4483,,1000,1,5,1000
4622,11,24,4483,,1000,1,5,1000
4622,11,25,4483,,1000,1,5,1000
4622,11,26,4483,,1000,1,5,1000
4622,11,27,4483,,1000,1,5,1000
4622,11,30,4483,,1000,1,5,1000
4622,11,1,3503,1,900,1,1,900
4622,11,18,2790,1,700,1,1,700
4622,11,7,3505,1,700,1,1,700
4622,11,12,2789,4,600,1,1,600
4622,11,27,4161,,600,1,5,600
4622,11,26,3455,2,500,1,1,500
4622,11,7,3495,1,500,1,1,500
4622,11,23,3512,1,350,1,1,350
4622,11,2,3491,2,300,1,1,300
4622,11,5,3512,2,300,1,1,300
4622,11,19,2810,1,150,1,1,150
4622,11,25,3461,1,150,1,1,150
4622,11,6,2801,1,100,1,1,100
4623,11,24,4211,,15000,1,5,15000
4623,11,24,4221,,13000,1,5,13000
4623,11,1,2072,20,10000,1,1,10000
4623,11,11,2072,20,10000,1,1,10000
4623,11,22,2072,20,10000,1,1,10000
4623,11,9,2831,,5000,1,5,5000
4623,11,14,2831,,5000,1,5,5000
4623,11,2,3001,,3000,1,5,3000
4623,11,7,3001,,3000,1,5,3000
4623,11,13,3001,,3000,1,6,3000
4623,11,21,3001,,3000,1,5,3000
4623,11,28,3001,,3000,1,5,3000
4623,11,24,4151,,3000,1,5,3000
4623,11,10,4622,,3000,1,5,3000
4623,11,18,2130,2,2500,1,1,2500
4623,11,30,2785,1,2500,1,1,2500
4623,11,20,2157,5,2250,1,1,2250
4623,11,8,4365,,2000,1,5,2000
4623,11,25,3503,1,1200,1,1,1200
4623,11,15,3491,6,1000,1,1,1000
4623,11,16,4991,,1000,1,1,1000
4623,11,4,2790,1,750,1,1,750
4623,11,5,3501,3,750,1,1,750
4623,11,3,2818,1,600,1,1,600
4623,11,26,3505,1,600,1,1,600
4623,11,24,4161,,600,1,5,600
4623,11,12,3512,3,500,1,1,500
4623,11,29,3512,1,400,1,1,400
