"recno","memnum","a1_1","a1_2","a1_3","a1_4","age","a1_5","a1_6","a1_7","a1_8","a1_9","a2_1","a2_2","a2_3","a2_4","b1_1","b1_2","b1_3","b1_4","b1_5","b1_6","b1_7","b1_8","b1_9","z4","c25_1","c25_2","c25_3","c25_4","c25_5","c25_6","c25_7","c25_8","c25_9","c25_10","e1_2","e1_3","e1_4","e1_5","e1_6","e1_7","e2_2","e2_3","e2_4","e2_5","e2_6","e2_7","e2_8","e2_9","e2_10","e2_11","e2_12","e2_13","e2_14","e2_15","e2_16","e2_17","e2_18","e2_19","e2_20","e2_20drm","c25_11","e2_21","e2_22","e2_22drm","e2_23","e2_24","e2_24drm","e2_25","e2_26","e2_26drm","e2_27","e2_28","e2_28drm","e2_29","e2_30","e2_30drm","e2_31","e2_32","e2_33","e2_34","e2_35","e2_35drm","e2_36","e2_37","e2_38","e3_2","e3_3","e3_4","e3_5","e3_6","e3_7","e3_8","e3_9","i1_1","i1_2","i1_3","i1_4","i1_5","i1_6","i1_7","i1_8","i1_9","i1_10","i1_11","i1_12","i1_13","i1_14","i1_15","i1_16","i1_17","i1_18","i1_19","i1_20","i1_21","i1_22","i1_23","i1_24","i1_25","i1_26","i1_27","i1_28","i1_29","i1_30","i1_31","i1_32","i1_33","i1_34","i1_35","i1_36","i1_37","i2_2","i2_3","i2_4","i2_5","i2_6","i2_7","i2_8","i2_9","i2_10","i2_11","i2_12","i2_13","i2_14","k1_1","k1_2","k1_3","k1_4","k1_5","k1_6","d1_1","d1_2","d1_3","d1_4","d1_5","d1_6","d1_7","d1_8","d1_9","d1_10","d1_11","d1_12","d2_1","d2_2","d2_3","d2_4","d2_5","d2_6","d2_7","d2_8","d2_9","d2_10","date"
16,3,2,5,6,1992,22,2,1,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,1,,,47,1,,4,3,1,1,48,2,,,,,,,,,,,1
17,1,2,1,3,1938,76,3,1,,,5,5,,,,5,,,,,,,,,15,,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,1,2,,4,6,5,,,,,,,,,,,,,,,,,,,,,,,1
18,1,1,1,5,1968,46,1,1,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,4,,4,8,3,1,,,11,1,,4,3,1,1,48,2,,,,,,,,,,,1
18,2,2,2,5,1972,42,1,1,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,4,,4,8,3,1,,,10,1,,4,3,1,1,48,2,,,,,,,,,,,1
18,3,1,3,7,1991,23,2,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,1,1,2,6,1,,2,6,,2,,2,,,,,,,,,,12000,12000,1,5000,5000,1,270000,270000,1,,,,1200,,1,6,,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,1,,,42,1,,4,3,1,1,48,2,,,,,,,,,,,1
18,4,2,3,12,1996,18,2,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,0,1,1,3,1,,2,6,,2,,2,,,,,,,,,,,,,,,,380000,380000,1,,,,2200,,1,6,,5,,,,2,2,,,,,,,,,2,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,5,,4,8,3,1,,,85,1,,4,3,1,2,30,2,,,,,,,,,,,1
18,5,2,6,6,1941,73,3,1,,,5,5,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,,2,,2,,,,,,,,,,,,,1,2,,1,1,1,1,8,2,1,650000,,0,0,7000,0,657000,2,2,2,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,3,1,1,5,3,13,,,,,1
19,1,2,1,11,1951,63,3,8,,,7,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,1,11000,2,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,5,,,4,9,4,1,,,10,1,,4,3,1,1,40,2,,,,,,,,,,,1
20,1,2,1,2,1952,62,3,1,,,5,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,4,8,5,2,2,,,,,,,,,,,2,1,7,5,3,13,,,,,1
20,2,1,3,2,1983,31,2,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,4,4,5,1,,,27,1,,4,3,1,1,40,2,,,,,,,,,,,1
20,3,1,3,2,1983,31,2,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,4,4,5,1,,,27,1,,4,3,1,1,40,2,,,,,,,,,,,1
21,1,1,1,9,1941,73,1,1,,,3,3,5,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,1,3,2,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,1,1,10000,1,1,3,1,1,2,11,20000,,0,0,0,60000,90000,1,2,2,,,,,,,,,,,,,,2,5,,4,8,4,1,,,9,1,,4,3,1,1,40,2,,,,,,,,,,,1
21,2,2,2,6,1949,65,1,2,,,4,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,4,8,4,2,2,,,,,,,,,,,3,1,1,5,3,13,,,,,1
21,3,1,3,10,1973,41,1,1,,,4,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,2,3,2,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,4,8,4,1,,,10,1,,4,3,1,1,40,2,,,,,,,,,,,1
21,4,2,4,6,1975,39,1,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,4,8,4,1,,,85,1,,4,3,1,1,40,2,,,,,,,,,,,1
21,5,2,5,5,1998,16,2,1,,,4,22,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,2,1,2,5,1,,2,5,,2,,2,,,,,,,,,,5000,5000,1,5000,5000,1,140000,140000,1,,,,1200,,1,6,,5,,,,2,2,,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,4,8,4,2,2,,,,,,,,,,,1,2,,,3,13,,,,,1
21,6,1,5,7,2001,13,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,2,1,,1,2,,2,,2,,,,,,,,,,17000,17000,1,5000,5000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
22,1,2,1,2,1937,77,3,1,,,5,5,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,1,1,5000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,4,9,5,,,,,,,,,,,,,,,,,,,,,,,1
22,2,1,3,8,1962,52,1,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,4,4,5,1,,,47,1,,4,3,1,1,48,2,,,,,,,,,,,1
22,3,2,4,5,1967,47,1,1,,,7,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,4,4,5,1,,,47,1,,4,3,1,1,40,2,,,,,,,,,,,1
22,4,1,5,4,1988,26,1,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,4,8,5,2,2,,,,,,,,,,,4,1,2,1,1,,3,1,1,,1
22,5,2,8,2,1990,24,1,1,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,4,8,5,2,2,,,,,,,,,,,2,2,,,3,5,,,2,2,1
22,6,1,7,5,2012,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,2,,,,,,,1,0,1,18,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
23,1,1,1,3,1966,48,1,8,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,1,1,10000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,1,5,,4,4,4,1,,,33,1,,4,3,1,1,40,2,,,,,,,,,,,1
23,2,2,2,6,1967,47,1,1,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,1,1,11000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,1,5,,4,4,4,1,,,56,1,,4,3,1,1,40,2,,,,,,,,,,,1
23,3,1,3,2,1991,23,2,1,,,8,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,1,2,6,1,,2,6,,2,,2,,,,,,,,,,10000,10000,1,5000,5000,1,280000,280000,1,,,,1200,,1,6,,5,,,,2,2,,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,1,,,4,4,4,1,,,93,2,,4,3,2,2,15,2,,,,,,,,,,,1
23,4,1,3,5,1994,20,2,1,,,4,,,,,4,16,,7,2012,5,2,,4,,,,,,,,,,,,,,,,,,2,5,2,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,1,,,4,4,4,2,2,,,,,,,,,,,5,2,,,1,,3,1,1,,1
23,5,2,6,9,1938,76,3,8,,,3,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,1,,,4,9,4,,,,,,,,,,,,,,,,,,,,,,,1
24,1,1,1,7,1949,65,1,3,,,4,5,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,3,4,5,2,2,,,,,,,,,,,4,1,2,1,1,,7,5,1,,1
24,2,2,2,3,1954,60,1,3,,,7,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,3,8,5,2,2,,,,,,,,,,,2,1,7,5,3,13,,,,,1
24,3,1,3,3,1987,27,2,1,,,8,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,,,3,4,5,2,2,,,,,,,,,,,4,1,2,1,1,,4,2,1,,1
25,1,1,1,1,1970,45,1,1,,,8,,,,,5,,,,,,,,,,1,,1,,1,,,,,,,,,,,,6,4,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,7,,,3,4,5,1,,,85,1,,1,,1,1,40,2,,,,,,,,,,,1
25,2,2,2,11,1971,43,1,1,,,7,,,,,5,,,,,,,,,,1,,1,,1,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,7,,,3,4,5,1,,,86,1,,1,,1,1,40,2,,,,,,,,,,,1
26,1,1,1,10,1949,65,1,8,,,8,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,3,9,2,1,,,8,1,,4,3,1,1,40,2,,,,,,,,,,,1
26,2,2,2,10,1953,61,1,8,,,7,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,3,,,3,9,2,2,2,,,,,,,,,,,2,1,1,5,3,13,,,,,1
27,1,2,1,3,1966,48,3,2,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,2,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,0,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,1,,,4,8,5,2,2,,,,,,,,,,,2,1,1,5,3,7,,,1,,1
28,1,1,1,1,1966,49,1,1,,,4,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,2,4,2,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,30,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,4,4,3,2,1,6,81,1,,2,,3,2,0,2,,,,,,,,,,,1
28,2,2,2,11,1968,46,1,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,15,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,4,4,3,2,2,,,,,,,,,,,4,1,1,5,1,,6,1,1,,1
28,3,1,3,4,1993,21,2,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,1,,,,,,,3,3,2,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,10,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,4,4,4,3,2,2,,,,,,,,,,,4,1,2,2,1,,6,1,1,,1
28,4,1,3,5,1994,20,2,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,1,,,,,,,3,3,2,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,4,10,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,4,4,6,3,1,,,45,2,,4,3,1,2,30,2,,,,,,,,,,,1
29,1,1,1,1,1942,73,1,5,,,5,2,8,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,30,2,,2,,,,,,,,,,,,,1,1,40000,1,2,5,2,,2,4,415000,,0,0,0,0,450000,3,1,2,,,,,,,,,,,,,,5,3,,4,8,4,2,2,,,,,,,,,,,3,1,4,5,3,6,,,2,2,1
29,2,2,2,5,1953,61,1,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,4,6,4,1,,,86,1,,1,,1,1,48,2,,,,,,,,,,,1
29,3,1,3,7,1969,45,1,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,4,6,4,1,,,49,1,,4,3,1,1,48,2,,,,,,,,,,,1
29,4,2,4,4,1971,43,1,2,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,4,4,4,2,2,,,,,,,,,,,4,2,,,1,,6,3,1,,1
29,5,2,5,5,1991,23,2,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,4,6,4,1,,,86,1,,4,3,1,1,40,2,,,,,,,,,,,1
29,6,1,5,11,1992,22,2,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,4,4,4,2,2,,,,,,,,,,,4,2,,,1,,6,3,1,,1
29,7,1,3,4,1974,40,1,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,4,6,4,1,,,45,2,,4,3,4,3,60,2,,,,,,,,,,,1
29,8,2,4,9,1984,30,1,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,3,,4,9,4,2,2,,,,,,,,,,,2,2,,,3,5,,,2,2,1
29,9,2,5,11,2008,6,,1,,,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,0,2,,,1,,1,1,0,2,,2,,,,,,,,,,2000,2000,1,10000,10000,1,,,,,,,,,,1,1,5,,,,2,2,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
29,10,2,5,3,2012,2,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,2,,,,,,,1,60000,1,13,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30,4,1,3,4,1995,19,2,1,2,4,5,,,,,1,9,1,6,2014,5,2,,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30,3,1,3,3,1992,22,2,1,2,1,8,,,,,1,14,,9,2014,4,1,85,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
30,1,1,1,11,1962,52,1,1,,,8,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,6,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,5,3,,3,6,4,2,1,1,43,1,,4,3,1,1,0,2,,,,,,,,,,,1
30,2,2,2,10,1963,51,1,1,,,7,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,5,3,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,1,1,3,2,,0,0,0,,2,2,2,2,,1,3000,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,5,3,,3,6,4,1,,,85,1,,1,,1,2,7,2,,,,,,,,,,,1
31,1,1,1,1,1925,90,1,3,,,4,2,15,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,30,2,,2,,,,,,,,,,,,,1,1,10450,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,5,2,,3,8,4,,,,,,,,,,,,,,,,,,,,,,,1
31,2,2,2,2,1925,89,1,2,,,4,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,30,2,,2,,,,,,,,,,,,,1,1,20000,1,,1,2,,2,1,20000,,0,0,0,0,20000,1,2,2,,,,,,,,,,,,,,5,2,,3,8,4,,,,,,,,,,,,,,,,,,,,,,,1
32,1,1,1,4,1971,43,1,1,,,5,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,3,1,2,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,4,3,3,6,2,2,1,1,86,1,,4,3,1,2,0,2,,,,,,,,,,,1
32,2,2,2,7,1974,40,1,1,,,8,,,,,5,,,,,,,,,,1,,1,,,,,,,,,,,,,,6,4,2,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,4,3,3,6,2,2,2,,,,,,,,,,,2,2,,,3,13,,,,,1
32,3,1,3,2,1998,16,2,1,,,4,,,,,5,,,,,,,,,,1,,1,,,,,,,1,,,,,,,3,2,1,1,3,1,,1,3,0,2,,2,,,,,,,,,,10000,10000,1,10000,10000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,2,4,,3,6,4,2,2,,,,,,,,,,,1,2,,,3,13,,,,,1
32,4,2,3,6,2001,13,,1,,,3,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,2,2,1,1,2,1,,1,2,0,2,,2,,,,,,,,,,7000,7000,1,10000,10000,1,,,,,,,,,,6,,5,,,,2,2,,,,,,,,,3,,2,,2,,,,,,,,,,,,,5,2,,2,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
