recno,date,region,household_size,area_type,weight,year,household_has_special_education_children,housing_type,dwelling_ownership,number_of_rooms,dwelling_space_sqm,moved_last_5_years,has_centralized_water,has_hot_water,has_centralized_sanitation,has_local_sanitation,has_outside_toilet,has_gas,has_bathtub_shower,has_kitchen,has_telephone,has_radio,has_electricity,has_mobile,has_computer,has_internet,water_source,water_tap_location,potable_water_hours_day,potable_water_24h,main_heating_energy,heating_spend_last_winter_amd,garbage_disposal,complaint_floor_space,complaint_noise,complaint_light,complaint_heating,complaint_humidity,complaint_leaking_roof,complaint_walls_floor,complaint_windows_doors,complaint_traffic,complaint_pollution,complaint_elevator,complaint_water_supply,complaint_garbage,complaint_common_areas,complaint_green_areas,complaint_other,dwelling_condition_estimate,dwelling_renovated,building_new_house,has_other_dwelling,any_member_household_own_work,engaged_cattle_breeding,id_number_household_member_who_11,household_sent_money_goods_12m,household_received_money_goods_12m,lent_money_12m,family_debt_amount,borrowed_money_12m,registered_poverty_benefit,reason_not_registered_benefit,benefit_system_justified,share_families_really_vulnerable,humanitarian_assistance_12m,money_family_need_monthly_live,drm_in_amd,drm_in_amd_2,money_family_need_monthly_make,amd_3,household_has_car,eligible_salary_pension_not_received,hired_household_workers_12m,food_which_usually_consumed_daily,food_which_usually_consumed_daily_2,food_which_usually_consumed_daily_3,food_which_usually_consumed_daily_5,food_which_usually_consumed_daily_8,sample_weight,household_member_count,household_mean_age,household_income_total,household_income_source_count,food_purchases_total,services_goods_total,goods_services_total
3389,8,9,4,1,117.453703703704,2015,2,2,1,2.0,46.9,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,70000.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,2.0,2,1,2,0,2,4,3.0,4,6,2,1500000,800000,350000,1.0,350000.0,2,2,2,1.3,70.0,0.5,10.0,200.0,117.453703703704,4,17.25,250000.0,2.0,218641.43,224267.0,742.0
3390,8,9,2,1,117.453703703704,2015,2,2,1,2.0,46.9,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,6,80000.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,4,2,2,1.0,2,1,2,0,2,4,6.0,3,6,2,0,800000,200000,1.0,200000.0,2,2,2,1.0,50.0,0.2,15.0,150.0,117.453703703704,2,41.0,100150.0,2.0,217863.1,114661.0,752.0
3391,8,9,5,1,117.453703703704,2015,2,2,1,3.0,69.8,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,100000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2.0,2,2,2,0,2,4,6.0,3,6,2,0,1900000,300000,1.0,300000.0,2,2,2,1.5,100.0,0.5,60.0,300.0,117.453703703704,5,41.6,270000.0,4.0,247595.73,157405.0,744.0
3392,8,9,4,1,117.453703703704,2015,2,2,1,4.0,95.5,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,3,70000.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,3.0,3,6,2,1000000,600000,200000,1.0,200000.0,2,2,2,1.0,100.0,0.2,200.0,200.0,117.453703703704,4,19.75,100000.0,1.0,212800.6,203159.0,748.0
3393,8,9,4,1,117.453703703704,2015,2,2,1,2.0,46.9,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,3,100000.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,1.0,2,2,2,0,2,4,6.0,4,6,2,0,1500000,500000,1.0,500000.0,2,2,2,1.0,100.0,0.4,15.0,100.0,117.453703703704,4,26.75,285000.0,2.0,231599.7,311916.0,743.0
3394,8,9,7,1,117.453703703704,2015,2,2,1,2.0,67.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,6,84000.0,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,4,2,2,2.0,2,2,2,1000000,1,4,1.0,4,6,2,0,0,0,,,2,2,2,1.5,150.0,1.0,15.0,200.0,117.453703703704,7,30.285714285714285,316000.0,4.0,180239.4,178223.0,751.0
3395,8,9,3,1,117.453703703704,2015,2,2,1,2.0,67.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,70000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,2,2,2.0,2,1,2,0,2,4,1.0,4,6,2,0,0,0,,,2,2,2,0.5,40.0,0.3,10.0,100.0,117.453703703704,3,46.333333333333336,70200.0,2.0,123887.5,90904.0,747.0
3396,8,9,3,1,117.453703703704,2015,2,2,1,3.0,110.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,6,84000.0,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,3,3,2,4,2,2,2.0,2,1,2,0,2,4,3.0,3,6,2,0,0,0,,,2,2,2,0.8,100.0,0.2,20.0,150.0,117.453703703704,3,49.333333333333336,145000.0,2.0,97789.2,140483.0,751.0
3397,8,9,5,1,117.453703703704,2015,2,2,3,1.0,32.0,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1.0,31.0,24.0,6,84000.0,1,1,2,1,2,1,2,2,2,2,2,3,2,2,2,2,2,4,3,2,4,2,2,1.0,2,2,2,0,2,4,5.0,3,5,2,0,0,0,,,2,2,2,1.0,100.0,0.1,20.0,120.0,117.453703703704,5,18.0,110000.0,2.0,114244.55,85713.0,755.0
3398,8,9,7,1,117.453703703704,2015,2,2,1,4.0,118.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,6,140000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,2,2,1.0,2,2,2,800000,1,4,3.0,3,6,2,0,0,0,,,1,2,2,1.8,150.0,0.5,50.0,300.0,117.453703703704,7,35.142857142857146,369000.0,5.0,162981.6,158612.0,747.0
3399,8,9,1,1,117.453703703704,2015,2,2,1,3.0,110.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,6,60000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,4,2,2,1.0,2,1,2,0,2,4,3.0,3,6,2,0,0,0,,,2,2,2,0.5,50.0,0.1,20.0,100.0,117.453703703704,1,49.0,200.0,1.0,102192.95,53417.0,752.0
3400,8,9,3,1,117.453703703704,2015,2,2,1,4.0,118.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,3,110000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,2,2,2.0,2,1,2,0,2,4,1.0,3,6,2,0,0,0,,,1,2,2,0.7,40.0,0.2,10.0,100.0,117.453703703704,3,48.333333333333336,595000.0,3.0,139048.7,124203.0,748.0
3401,8,9,4,1,117.453703703704,2015,2,2,1,3.0,110.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,6,130000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,4,2,2,1.0,2,1,2,1000000,1,4,3.0,3,6,2,0,0,0,,,2,2,2,0.5,60.0,0.3,10.0,100.0,117.453703703704,4,38.25,119000.0,2.0,123909.4,129309.0,2000755.0
3402,8,9,5,1,117.453703703704,2015,2,2,1,3.0,110.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,6,98000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,2,2,1.0,2,2,2,0,2,4,1.0,4,6,2,0,0,0,,,2,2,2,1.0,100.0,0.3,20.0,200.0,117.453703703704,5,34.8,259000.0,2.0,170172.2,122829.0,748.0
3403,8,10,3,1,51.4351851851852,2015,2,2,1,1.0,36.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,2,100000.0,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,4,2,2,2.0,2,1,2,0,2,4,3.0,4,6,2,0,0,0,,,2,2,2,1.0,30.0,1.3,50.0,20.0,51.4351851851852,3,43.0,120000.0,2.0,163016.6,262131.0,748.0
3404,8,10,4,1,51.4351851851852,2015,2,2,1,3.0,76.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,3,120000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,4,2,2,2.0,1,2,2,2000000,2,4,3.0,1,2,2,0,0,0,,,1,2,2,1.0,10.0,0.5,20.0,15.0,51.4351851851852,4,33.5,506400.0,3.0,161951.7,186966.0,740.0
3405,8,10,2,1,51.4351851851852,2015,2,2,1,1.0,36.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,120000.0,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,4,2,2,2.0,2,2,2,0,2,1,,1,2,2,0,0,0,,,2,2,2,0.5,10.0,0.5,10.0,20.0,51.4351851851852,2,62.0,73000.0,3.0,229517.1,165627.0,743.0
3406,8,10,1,1,51.4351851851852,2015,2,2,1,3.0,76.0,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1.0,31.0,24.0,6,7.0,1,2,2,2,1,1,2,1,1,2,2,3,2,1,1,2,2,3,3,2,4,2,2,1.0,2,2,2,0,2,4,3.0,4,6,2,0,0,0,,,2,2,2,0.5,50.0,0.3,10.0,10.0,51.4351851851852,1,56.0,50000.0,1.0,125886.4,52605.0,753.0
3407,8,10,6,1,51.4351851851852,2015,2,2,1,3.0,74.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,200000.0,1,2,2,2,1,2,2,1,1,2,2,3,2,1,2,2,2,3,3,2,4,2,2,2.0,2,1,2,0,2,4,3.0,3,6,2,700000,400000,150000,1.0,150000.0,1,2,2,0.8,50.0,0.7,10.0,20.0,51.4351851851852,6,29.166666666666668,52200.0,3.0,114938.3,84881.0,744.0
3408,8,10,5,1,51.4351851851852,2015,2,2,1,4.0,76.0,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,6,40000.0,1,2,2,2,1,1,2,1,1,2,2,3,2,1,1,2,2,4,3,2,4,2,2,3.0,2,1,2,0,2,1,,1,1,2,0,0,0,,,2,2,2,1.5,10.0,0.5,10.0,10.0,51.4351851851852,5,39.2,122000.0,3.0,149884.7,248746.0,748.0
3409,8,10,6,1,51.4351851851852,2015,2,2,1,3.0,71.0,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,31.0,24.0,6,40000.0,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,2,2,2.0,2,2,2,1300000,2,4,3.0,1,2,2,1500000,1000000,500000,1.0,500000.0,2,2,2,1.5,30.0,1.2,20.0,20.0,51.4351851851852,6,30.0,208000.0,4.0,232231.5,171901.0,745.0
3410,8,10,4,1,51.4351851851852,2015,2,2,1,1.0,36.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,3,150000.0,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,2,2,2.0,2,2,2,0,2,4,1.0,1,3,2,0,0,0,,,1,2,2,1.5,20.0,1.0,3.0,30.0,51.4351851851852,4,31.0,205000.0,2.0,191849.5,219671.0,745.0
3411,8,10,4,1,51.4351851851852,2015,2,2,1,3.0,72.0,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,2,100000.0,1,2,2,1,1,1,2,1,1,2,2,3,2,1,1,2,2,3,3,2,4,2,2,2.0,2,2,2,0,2,4,3.0,4,6,2,1000000,750000,350000,1.0,350000.0,2,2,2,1.0,10.0,1.0,,10.0,51.4351851851852,4,43.75,125000.0,3.0,255985.25,305267.0,745.0
3412,8,10,4,2,40.7453703703704,2015,2,1,1,4.0,130.0,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,6,7.0,4,2,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,3,2,2,2,1,1,2.0,1,1,2,0,2,1,,1,1,2,1200000,600000,180000,1.0,180000.0,1,2,2,1.0,150.0,0.8,50.0,100.0,40.7453703703704,4,29.0,111000.0,3.0,27973.8,251096.0,746.0
3413,8,10,3,2,40.7453703703704,2015,2,1,1,3.0,95.0,2,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1.0,31.0,24.0,6,7.0,5,2,2,2,1,1,2,2,2,3,3,3,2,3,3,2,2,3,3,2,4,1,1,1.0,1,1,2,300000,1,4,7.0,1,1,2,700000,350000,120000,1.0,120000.0,2,2,2,1.0,100.0,0.5,50.0,50.0,40.7453703703704,3,26.0,125000.0,3.0,76276.5,118804.0,747.0
3414,8,10,2,2,40.7453703703704,2015,2,1,1,3.0,90.0,2,1,1,3,1,1,2,1,2,2,2,1,1,1,1,1,1.0,31.0,24.0,6,60000.0,5,2,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,3,2,2,4,1,2,1.0,1,2,1,0,2,4,1.0,1,6,2,800000,400000,100000,1.0,100000.0,2,2,2,0.5,50.0,0.6,50.0,50.0,40.7453703703704,2,63.0,143000.0,2.0,91135.2,130288.0,746.0
3415,8,10,7,2,40.7453703703704,2015,2,1,1,3.0,80.0,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1.0,31.0,6.0,6,7.0,4,2,2,1,1,2,2,2,2,3,3,3,1,3,3,2,2,4,3,2,4,1,1,2.0,1,1,2,60000,1,1,,1,1,2,2500000,800000,250000,1.0,250000.0,2,2,2,2.0,200.0,1.0,100.0,50.0,40.7453703703704,7,32.142857142857146,80450.0,3.0,93705.93,205294.0,745.0
3416,8,10,6,2,40.7453703703704,2015,2,1,1,5.0,120.0,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1.0,31.0,24.0,6,7.0,4,2,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,3,2,2,4,1,1,1.0,1,1,2,550000,1,1,,3,1,2,2000000,600000,200000,1.0,200000.0,2,2,2,2.0,10.0,1.0,10.0,150.0,40.7453703703704,6,31.333333333333332,79500.0,3.0,139986.75,394663.0,120750.0
3417,8,10,2,2,40.7453703703704,2015,2,1,1,5.0,100.0,2,1,2,2,1,1,2,1,1,1,3,1,1,1,1,1,1.0,31.0,24.0,6,7.0,5,2,2,2,1,2,2,2,2,3,3,3,2,3,3,2,2,3,2,2,4,1,1,1.0,1,2,1,0,2,4,1.0,1,6,2,1000000,500000,150000,1.0,150000.0,1,2,2,1.0,50.0,0.5,100.0,200.0,40.7453703703704,2,62.5,119000.0,3.0,58934.2,184388.0,747.0
3418,8,10,4,2,40.7453703703704,2015,2,1,1,2.0,80.0,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1.0,31.0,24.0,6,7.0,5,2,2,1,2,2,2,2,2,3,3,3,2,3,3,2,2,3,2,2,2,1,1,1.0,2,1,2,110000,1,1,,1,1,2,900000,480000,100000,1.0,100000.0,2,2,2,2.0,,0.5,,50.0,40.7453703703704,4,21.75,129000.0,3.0,122544.62,149606.0,749.0
3419,8,10,5,2,40.7453703703704,2015,2,1,1,5.0,92.0,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,6,7.0,5,2,2,2,1,1,1,1,2,3,3,3,2,3,3,2,2,3,2,2,4,1,1,1.0,1,2,2,1000000,1,4,3.0,4,6,2,1000000,500000,150000,1.0,150000.0,1,2,2,1.5,100.0,0.7,100.0,100.0,40.7453703703704,5,40.0,232650.0,3.0,42870.2,175124.0,200746.0
3420,8,10,2,2,40.7453703703704,2015,2,1,1,4.0,100.0,2,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1.0,31.0,24.0,6,7.0,4,2,2,2,1,2,2,2,2,3,3,3,2,3,3,2,2,3,2,2,4,1,1,1.0,1,1,2,0,2,4,1.0,1,1,2,1500000,600000,150000,1.0,150000.0,1,2,2,1.0,150.0,0.6,100.0,100.0,40.7453703703704,2,73.0,330750.0,3.0,34848.8,197436.0,746.0
3421,8,10,6,2,40.7453703703704,2015,2,1,1,5.0,96.0,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1.0,31.0,5.0,6,75000.0,4,2,2,2,1,2,1,1,1,2,2,3,1,1,3,2,2,4,2,2,4,1,1,2.0,1,2,2,500000,1,1,,1,2,2,0,1000000,150000,1.0,150000.0,1,2,2,2.0,50.0,0.5,10.0,30.0,40.7453703703704,6,32.0,130000.0,4.0,71871.5,142645.0,751.0
3422,8,10,6,2,40.7453703703704,2015,2,1,1,5.0,100.0,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1.0,31.0,6.0,6,140000.0,3,2,2,2,2,2,2,2,2,2,2,3,1,1,3,2,2,2,2,2,4,1,1,2.0,1,1,2,800000,1,4,3.0,2,3,2,0,0,200000,1.0,200000.0,1,2,2,2.0,30.0,1.0,5.0,30.0,40.7453703703704,6,40.5,125000.0,3.0,40509.45,169756.0,749.0
3423,8,10,4,2,40.7453703703704,2015,2,1,1,6.0,110.0,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1.0,31.0,6.0,6,120000.0,3,2,2,2,1,2,2,1,1,2,2,3,1,1,3,2,2,3,2,2,4,1,1,1.0,2,2,2,400000,1,4,1.0,4,6,2,1000000,700000,150000,1.0,150000.0,1,2,2,2.0,100.0,1.0,,50.0,40.7453703703704,4,20.0,134000.0,2.0,145849.3,244515.0,747.0
3424,8,10,5,2,40.7453703703704,2015,2,1,1,4.0,100.0,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1.0,31.0,6.0,6,120000.0,3,2,2,2,2,2,2,2,2,2,2,3,1,1,3,2,2,2,2,2,4,1,1,2.0,1,2,2,0,2,4,1.0,4,6,2,0,0,250000,1.0,250000.0,1,2,2,1.0,30.0,0.5,,20.0,40.7453703703704,5,29.6,577600.0,3.0,92050.9,1149918.0,746.0
3425,8,10,4,2,40.7453703703704,2015,2,1,1,4.0,86.0,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1.0,31.0,5.0,9,80000.0,4,2,2,2,1,2,2,1,1,2,2,3,1,1,3,2,2,3,2,2,4,1,1,1.0,2,2,2,300000,2,4,3.0,2,5,2,0,0,0,,,1,2,2,1.5,70.0,0.5,,30.0,40.7453703703704,4,33.25,85000.0,2.0,74022.5,210099.0,751.0
3426,8,10,7,2,40.7453703703704,2015,2,1,1,6.0,120.0,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1.0,31.0,5.0,9,50000.0,4,2,2,2,1,2,1,1,1,2,2,3,1,1,3,2,2,4,2,2,4,1,1,1.0,1,1,2,700000,1,4,3.0,2,3,2,800000,600000,150000,1.0,150000.0,2,2,2,1.5,25.0,0.5,10.0,20.0,40.7453703703704,7,30.428571428571427,155000.0,4.0,46920.5,98439.0,753.0
3427,8,10,4,2,40.7453703703704,2015,2,1,1,3.0,86.0,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1.0,31.0,6.0,9,50000.0,4,2,2,2,1,2,2,1,1,2,2,3,1,1,3,2,2,3,3,2,4,1,1,1.0,2,2,2,800000,1,4,3.0,2,5,2,0,0,0,,,1,2,2,1.0,15.0,0.7,10.0,20.0,40.7453703703704,4,28.25,106000.0,3.0,122584.09,220874.0,2400747.0
3428,8,10,2,2,40.7453703703704,2015,2,1,1,5.0,110.0,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1.0,31.0,5.0,6,60000.0,3,2,2,2,1,2,2,1,1,2,2,3,1,1,3,2,2,3,2,2,4,1,1,1.0,1,1,2,0,2,4,1.0,4,6,2,0,0,180000,1.0,180000.0,2,2,2,1.0,30.0,0.7,5.0,15.0,40.7453703703704,2,57.5,429400.0,4.0,88647.0,122903.0,752.0
3429,8,10,2,2,40.7453703703704,2015,2,1,1,4.0,94.0,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,1.0,31.0,6.0,6,90000.0,4,2,2,2,1,2,2,1,1,2,2,3,1,1,3,2,2,3,2,2,4,1,1,2.0,1,1,2,0,2,4,3.0,4,6,2,0,0,80000,1.0,80000.0,2,2,2,0.7,20.0,0.3,10.0,20.0,40.7453703703704,2,77.5,80000.0,2.0,28931.0,85920.0,753.0
3430,8,11,2,2,99.7962962962963,2015,2,1,1,2.0,70.0,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,3,1.0,,,6,65000.0,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,1,2,3,2,2,4,1,2,2.0,1,1,2,0,2,4,3.0,4,6,2,0,0,150000,1.0,150000.0,2,2,2,1.0,,0.4,100.0,35.0,99.7962962962963,2,82.0,105000.0,2.0,120214.9,58086.0,750.0
3431,8,11,4,2,99.7962962962963,2015,2,1,1,5.0,130.0,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1.0,,,6,130000.0,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,1,2,4,2,2,4,1,1,2.0,1,1,2,600000,1,4,3.0,3,6,2,0,1000000,400000,1.0,400000.0,1,2,2,2.0,,0.5,150.0,50.0,99.7962962962963,4,24.0,110000.0,1.0,76643.95,315480.0,746.0
3432,8,11,4,2,99.7962962962963,2015,2,1,3,2.0,60.0,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,3,1.0,,,6,90000.0,2,1,2,2,2,2,2,2,2,2,2,3,1,2,3,1,2,3,3,2,4,2,2,2.0,1,1,2,300000,1,4,3.0,4,6,2,0,0,300000,1.0,300000.0,2,2,2,1.5,,0.5,100.0,35.0,99.7962962962963,4,24.5,190000.0,2.0,126508.0,206592.0,751.0
3433,8,11,3,2,99.7962962962963,2015,2,1,1,4.0,100.0,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,,,,6,120000.0,2,2,2,2,1,1,1,1,2,2,2,3,1,2,3,1,2,4,3,2,4,1,2,2.0,1,1,2,1000000,2,4,6.0,3,6,2,0,1000000,300000,1.0,300000.0,2,2,2,1.0,,0.3,100.0,20.0,99.7962962962963,3,44.666666666666664,30000.0,1.0,116113.1,100462.0,748.0
3434,8,11,5,2,99.7962962962963,2015,2,1,1,5.0,120.0,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1.0,,,3,200000.0,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,1,2,3,3,2,4,1,2,2.0,1,1,2,0,2,4,3.0,4,6,2,0,0,300000,1.0,300000.0,1,2,2,1.5,,0.5,120.0,50.0,99.7962962962963,5,27.2,121000.0,2.0,180886.7,238992.0,746.0
3435,8,11,1,2,99.7962962962963,2015,2,1,1,2.0,50.0,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,8,,,,6,60000.0,2,2,2,2,1,1,1,1,1,2,2,3,1,2,3,1,2,4,3,2,4,1,2,1.0,1,1,2,20000,1,1,,1,1,2,0,300000,100000,1.0,100000.0,2,2,2,1.0,,0.2,100.0,20.0,99.7962962962963,1,52.0,23000.0,1.0,55429.05,56758.0,755.0
3436,8,11,6,2,99.7962962962963,2015,2,1,1,4.0,100.0,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,3,1.0,,,6,120000.0,2,1,2,2,2,2,2,2,2,2,2,3,1,2,3,1,2,3,2,2,4,1,1,2.0,1,1,2,0,2,4,3.0,4,6,2,0,0,400000,1.0,400000.0,2,2,2,2.0,,0.8,200.0,50.0,99.7962962962963,6,34.333333333333336,150000.0,2.0,110619.65,173776.0,746.0
3437,8,11,1,2,99.7962962962963,2015,2,1,1,5.0,130.0,2,2,2,2,1,1,1,3,1,1,2,1,2,2,2,2,,,,6,80000.0,2,2,2,2,1,1,1,1,2,2,2,3,2,2,3,1,2,4,2,2,4,1,1,1.0,1,1,2,0,2,4,3.0,4,6,2,0,300000,100000,1.0,100000.0,2,2,2,1.0,,0.2,100.0,20.0,99.7962962962963,1,69.0,37600.0,1.0,86564.65,61970.0,752.0
3438,8,11,2,2,99.7962962962963,2015,2,1,1,4.0,90.0,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,,,,6,100000.0,2,2,2,2,2,1,1,1,1,2,2,3,2,2,3,1,2,4,2,2,4,1,1,1.0,1,1,2,0,2,4,3.0,4,6,2,0,0,200000,1.0,200000.0,1,2,2,1.0,,0.3,120.0,30.0,99.7962962962963,2,33.0,351200.0,2.0,124359.14,145377.0,745.0
3439,8,11,3,2,99.7962962962963,2015,2,1,1,5.0,125.0,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1.0,15.0,2.0,6,200000.0,3,2,2,2,1,2,2,2,2,3,3,3,1,2,3,2,2,3,2,2,4,1,1,2.0,1,1,2,0,2,4,3.0,3,3,2,300000,200000,100000,1.0,100000.0,2,2,2,0.7,120.0,0.8,100.0,70.0,99.7962962962963,3,70.66666666666667,172000.0,2.0,90358.45,132919.0,749.0
3440,8,11,1,2,99.7962962962963,2015,2,1,1,3.0,103.0,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1.0,15.0,2.0,6,60000.0,3,2,2,1,1,1,2,1,1,3,3,3,1,2,3,2,2,3,3,2,4,1,1,1.0,1,1,2,0,2,4,3.0,2,4,2,80000,50000,40000,1.0,40000.0,2,2,2,0.1,50.0,0.2,50.0,50.0,99.7962962962963,1,78.0,45000.0,1.0,28071.9,97761.0,752.0
3441,8,11,5,2,99.7962962962963,2015,2,1,1,4.0,100.0,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1.0,15.0,1.0,6,130000.0,3,2,2,2,2,2,2,2,2,3,3,3,1,2,3,2,2,2,2,2,4,1,1,1.0,1,1,2,40000,1,2,,2,3,1,750000,600000,100000,1.0,100000.0,2,2,2,0.7,,0.6,130.0,100.0,99.7962962962963,5,30.2,150.0,1.0,85537.65,95768.0,747.0
3442,8,11,2,2,99.7962962962963,2015,2,1,1,3.0,130.0,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1.0,10.0,2.0,6,120000.0,3,2,2,2,1,1,2,1,1,3,3,3,1,1,3,2,2,3,2,2,4,1,1,1.0,1,1,2,285000,1,4,1.0,3,3,2,500000,300000,150000,1.0,150000.0,1,2,2,0.5,50.0,0.45,150.0,100.0,99.7962962962963,2,59.0,60000.0,1.0,62908.4,90907.0,748.0
3443,8,11,2,2,99.7962962962963,2015,2,1,1,3.0,105.0,2,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2.0,15.0,1.0,6,72000.0,3,2,2,2,2,2,2,1,1,3,3,3,1,2,3,2,2,3,2,2,4,1,1,1.0,1,1,2,50000,1,1,,1,6,2,300000,200000,50000,1.0,50000.0,2,2,2,0.7,100.0,0.7,150.0,100.0,99.7962962962963,2,19.0,23000.0,1.0,42029.68,54517.0,751.0
3444,8,11,3,2,99.7962962962963,2015,2,1,1,3.0,110.0,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1.0,10.0,1.0,6,120000.0,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,2,3,2,2,4,1,1,2.0,1,1,2,0,2,4,3.0,3,4,2,350000,200000,100000,1.0,100000.0,1,2,2,0.7,150.0,0.8,140.0,100.0,99.7962962962963,3,68.33333333333333,169000.0,3.0,140801.4,159030.0,747.0
